Card  34: 11  6 74 83 98 71 26 82 97 84 | 93 66 76 82  2 89 16 98 11 80 83 20  6 26 84 32 13 21 97  3 78 74  9 71 43
Card  35: 42 24 70 48  3 14 50 17 67  5 | 24 50 67 10 70 63 61 96 48  4 34 65 11 43 14 44 55 52 33 20 30 17 22  6  5
Card  36: 18 11 66 31 93 88 90  8 39  7 | 13 54 16 74  8 68 93 31 90 28 41 18 66 30 55 81  7 29 88  6 39 12 11 65 47
Card  37: 33 55  7 62 42 46 58 32 12 65 | 48 10 28 73 20 54 99 90 75 45 64 94 89 62 47 33 78 26 12  4 44 63 40 65 76
Card  38: 95 27 45 14  7 23 73 22 36 86 | 67 53 10  6 12 46 48 16 62 61 51 85 74 80 56 20 52  5 79 92 69 41 26 13 64
Card  39: 16 62 77 88 59  6 80 63 99 79 | 11  9 15  6 58 59  3 76 93 38 25 78 79 67 99 62 98  2 16 46 92 19 75 94 18
Card  40: 13 64 53 78 88 10 39 47 69 81 | 63  2 55 89 60 86 65 79 24 47 11 49 62 74 30 43 54 57 83 35 90 33 45 34  3
Card  41:  5 49 44 54 38 69 73 71 35 88 | 46 92 90  8 45 57 40 47 74 55 81 33 26 83 18 16 25 51 76 52 14  6 98  9 34
Card  42: 46 12 17 64 79  8  4 62 37 89 | 26 99 14 51  8 66 60 80 52 79 23 44  6 89 30 55 73 36 25 92 35 15 63 62 42
Card  43: 68 59  4 90 73 88 28 83 82 64 | 62 33 56 45 95 26 23 84 87 44 46 13 91 22 41 12 29 96 19 49 14 16 52  1 20
Card  44: 76 13 98 40 54 14 72 71 83 55 | 86 75 68 16 62 15 79 35 23 34 39 18 99 47 42  1 29 92 70 94 37 21 90 36 65
Card  45: 67 28 87 93  3 22 49 34 43 37 | 53 64 46 19 92 88 71  8 98 52 81 17 54 21 94  7 77 15 20 47 69 37 90 91 42
Card  46: 24 41 12 39 95 69 16 56 30 15 | 81 98 34  4 52 48 66 57 71 72 60 51  7 11 14 65 31 73 97 68 18 67 80 90 74
Card  47: 21 15 77 16 94 82 18 23 60 39 | 29 44 57 39 74 21 16 77 47  4 60 82 31  8 37 75 15 18 94 90 23 89 12 58 13
Card  48: 25 90 68 93 10 60 30 80 82 67 | 82 96 61 56 83 50 63 57 25 70 86 80 93 30 34  3 79 67 68 49 53 39 90 60 10
Card  49: 60 21 29 41 63 24 98 37 15 54 | 42 24 17 89 37 39  7 21 60 15 92 79 14 93 61 98 28 63 29 45 54 40 77 95 41
Card  50: 43 29 50 84  5  9 73 49  1 65 | 93 35 72  8 91 19 85 89 32 75 14 16 69 57  1 49 43 73 28 71  2 84 54  3 11
Card  51:  7 59 53 16  6 49 32  1 64 12 | 38  2 51 32 16 23 29 12 53 17 85 59  1 49 28 20 47  6 46 10  7 94 64 98 93
Card  52: 23 80 74 19 90 37  7 15 47 21 | 41  4 24 70 83 60 11 18 69 36 25 78 85 14 75 95 64  1 56 16  9 30 96 15 90
Card  53: 22 29 42 84 33 64 62 58 28 19 | 52 54 73 28 61 84 12 81 58 23 19 64 60 29 67 14 33 69 42 62 22 80 89 41  3
Card  54:  6 38 14 43 88 62 56 41 91 79 | 25 43 53 80 54 41 50 82 13 88  1 59 36 42 62 92 10 66 79  6 89 14 56 47 51
Card  55: 79 35 83 80  2 56 34 46 22 33 | 35 22 87 56 31 59  2 34 46 54 83 93 61 79 36 80 86 64 30 21 42 12 17  1 33
Card  56: 27 60 38 62 32  6 39 94 33 88 | 86 97 56 64 93 80 71 88 34 46 60  6 41 69 11 27 53  8 33 38 94 10  2  1 91
Card  57:  4  8 60 63 16 52 10 35 79 33 | 16 59 99 82  4 81  3 35 37 98  6 77 27  2 63 30 92 23 10 86 52 60 69 28 43
Card  58: 46 72 21 59 38 11 53 31 13 99 | 65 63 93 40 30 94 71 86  7 56 37 55 69 22 34 61 70 74 36 10 54 43 28 23 32
Card  59: 62 54 66 16 51 97 19 77 73 35 | 87 43 32 59 15 69 93  8 79  4 25 19 10 52 12 81  5 89 82 49 67 63 65  7 36
Card  60: 35 66 37 64 10 90 50 57 46 32 | 51 96  4 29 53 15 47 98 25 46 79 62 22 12 13 32 44 91 18 33 75 14 17 10 16
Card  61: 14 96 73 41 85  4 74  5 15 55 | 50 84 48 49 88 82 30 61 94 96 98 24 42  1 13 91 83 54 25 75 21 38 34  2 74
Card  62: 15 28 75 50 60 12 67 71 22 27 | 33 90 64 57 42 82 19 87 76 97  1 24 65 27 75 47 68 84 60 83 32 62 52 40 77
Card  63: 66 32 99 86 44 58 67 62 30  4 | 12 40 80 39 75 69 73 92 38 29 67 77 89 55 97  2 11 35 72 83 49  1 57 61 23
Card  64: 84 57 76 95 43 81  2 59  8 63 | 72 15 92 69 79 74 95 53 75 64 50 78 25 44 20 87 88 40 91 82 65 30 96 16 31
Card  65: 59 45 80 67 35  2 94 41 15 14 | 57 63 96 72 47 43 52 50 93 17 42 46 33 11 86 20 73 48  1 38 28 53 77 60 61
Card  66: 30 74 44 92 36 13 84 91 96 89 | 47 40 35 13 69 89 36 14 67 30 11  3 65 24  8 74  4 41 96 84 64 26 44 92 91
Card  67: 11 40 16 75 81 43 86 72 91 54 | 75 37 16 91 48 11 86 72  9 90 52 40 44 85 17 18 49 92 81 42 43 56 94 54 88
Card  68: 66 67 77 21 87 96 88 81 89  9 | 63 34 58 84 89 66 57 68 81 51 88 54 87 85 99 67 77 96  9 29 17 21 75 82 30
Card  69: 79 58 53  7 96 14 33 34  1 19 |  7 27 40 29 57 46 51 63 35 16 56 19 14 59 64 26 77 96 33  1 82 79 72 58 89
Card  70: 97 79 38 41 77  9 99 75 17 93 | 96 39 14 54 16 83 37 51 20 38 97 19 17 87 99 74 79 77 41 93  9 25 66  3 75
Card  71: 31  9 72 50 46 76 78 77  2 24 | 78 39 33 50 37 24 41  2 97 72  9 83 13 31 49 77 66 25 54 69 46 68 14 90 76
Card  72: 93 71 62 79 72 30 40 28 82  4 | 30 24 83 95 19 40 78 18 28 47 71  1 21 33 62 80 79 38 72 48 82 25 93 81  4
Card  73: 13 35 39 25  7 89 41 45 66 20 | 22 90 92 47 44 19 26 36 77 72 23 24 85 48 51 28 64 53 61 69  1 32 12  4 73
Card  74: 52 78 40 80  8 86 94 68 87  1 | 94 62  1 51 68 36 73 40  8 15 78 58 52 80 84 82 32 74 76 87 86  7 85 72 28
Card  75:  5  7 91 33 17 69 89 53 25 71 | 99 96 98  9 77 83 86  2 44 68 14 32 61 85 46 95 26 28 21 18 49 48 55 63 27
Card  76: 35 19 36 47 25  8 15 85 77 95 | 64 11 25 36 72 41 63 76 45 97 65 49  1 47  8  6  4 90 30 75 23  7 50 33 86
Card  77: 78 36  4 41 48 68 39 80 28 89 | 86 88 66 14 35 97 42 10 23 57 70 84 79  7 32 12 94 34 15 74 27 81  6 90 52
Card  78: 91 33 48 92 13 49 60 81 45 68 | 96 33 49 85  7 82 93 60 48 45 36 81 68 34 52 92 13 46 26 91 38 41 84  8 63
Card  79: 22 53 82 48 96 61 27 54 11 21 | 87  3 58 92 21 89  4 97 20 69 22  1 13 44 50  5 43 77 23 11 59 27 71 78 68
Card  80:  8 21 41 33 72 37 71 66 22 83 | 79 63 17 87 74 94 47 22 66 37 16 91 65 61 68 71 67 46 97 40  3  5 21  4 33
Card  81: 27 99 71 37 49 90 16 79 76 66 | 99 90 28 16 54 35 82 46 45 17  7 60 50 39 59 64 66 56 27 76 91 49 11 10 33
Card  82: 42 99 30 13 94 63  3 19 89 29 | 85 51  7 68 14 92 72 12 19 31 93 13 32 78 33 20 55 81 99 77 47 41 15 91 70
Card  83: 32 71 44 46 90 50 39 87 78  4 |  3  6  2 77 82 75 23 95  8  9 88 64 57 93 71 38 40 66 94 79 62 42 30 52 19
Card  84: 60 89 66 34 37 57 44 80 54 25 | 41 77 47 49 96  7 18 92 51 20 83 31 56 55 46 60 45 40  6 65 97 21 42 69 82
Card  85:  1  9 56  7 47  5 30 17 81 36 | 61 83 58 97 10 24  8 94 46 75 52 42 28 25 86 66 82 73 87 23 29 15 26 54 31
Card  86: 87 17 81 13 21 29 70 65 39 98 | 11 38 35 66 20 23  3 81 17 19 24 77 61 55 28 94 92 30 37 42 97 27 12 76 91
Card  87: 16 99 66 52 98 85 64 14 36  2 | 51 48 72 24 54 33 83 40 13 97 60 69 96 20 75 65 58  9 76 49 62 53 47 92 71
Card  88:  2 14 59 25 93 10 30  9 11 80 | 96 85 27 77 84 47 43 69 70 78 58 20 65 38 55  1 34 72 67 57 68 62 83 17 86
Card  89: 34 93 46 55  1 54 39 67  5 44 | 51  4 14 82 75 65 95 81  3 84 85 66 86 22 80 43 38 61 60 45 72 69 24 70 37
Card  90:  2 69 96 64  1 19 47  3 17 29 | 22 86 44 41 40 70 84 21  7 43 62 88 82 83 32 28 75 42  8 76 54 98 91 85 97
Card  91: 86 84 22 70 17 51 34 75 14 72 |  6 31 18  5 19 69 21 27 53  3 71 12 80 41 56  9 52 89 67 73 95 98 50 65 92
Card  92: 40 13  2  4 58 85 72 19 38 66 | 67 81 11 69  7 20  5 70 12 45 16  4 52 96 56 71 48 64 94 99 26 59 97 50  8
Card  93: 72 65 42 55 83 10 63 75 79  5 | 83 75  3 87 42 10 47 99 21 50 55 12 61 22 65 84 85 62 34 37 72 63  5 25 79
Card  94: 15 29 78 36 80 83 62 63 88 21 | 88 83 54 72 36 21 63  6 62 25 34 71 15 29 78 95  9 86 80 87 14 51 69 17 22
Card  95: 46 19 66 37  5 77 27 55 44 33 | 23  8 40 46 51 82 37 19 77 49 63 24 20 91 55 96 33 27 39  5 43 61 44 66  1
Card  96: 40 71 18 81 30 97 94 43 77 85 | 89 34 92 12 31 52 43 40 71 97 77 14 10 38 85 61 56 94 62 18 54 16 81 30 50
Card  97: 18 79 90 17 80 22 99 83 60 69 | 76 81 73 78 56 48 99 94 41 90  2  3 32 57 11 54 13 84 60 46 49 44 40  6 62
Card  98: 80 63 44 84 32 75 24 97 91 70 | 23 28 79 55 11 48 93 32 12 86 20  4 36 77 94 65 37  3  2 95 83 26 29 63 54
Card  99: 24 55 98 10 59 35 78 86 72 83 | 83 99 55 72 68 10 62 35 52 59 23 31 67 78 24 44 71 76 86 25 74 98 91 82 65
Card 100: 34 14 66  5 74 76 30  4 42 35 | 30 49 10 82  7  4 62 68 72 81 14 61 85 29 60 44 69 67  5 42 93 34 54 39 13
Card 101: 73 83 88 89 49 75  2 94  4 56 | 50 61 92 53 76  4 25  2 26 91 82 67 41 63 35 98 73 89 93 90 84 55 85 88 56
Card 102: 49  8 64 86 30 83 33 74 19 98 | 24 97 33 92 60 20 37 21 76 66 40 65 31  8 41 98 77 86 84 54 47 72 62 30  1
Card 103: 93 94 77 84 69 80 63 56 68 70 | 10 34 78 89  5 92 60 82 62 39 30 87 15 44 40 99  1 61 54 93  6 38 86 80 81
Card 104: 54 84 83 27 18 12 14  4 92 75 | 54 46 64 20 15 14 37 30 34  1 68 38  8 32 41 16 17 36 12 49  9 59 61 31 67
Card 105: 53 66 18 51  1 72 30 13 21 39 | 24 58 33 41 35 92 42 27 37 55 96 83 28 84 32  8 60 38 94 63 23 93 90 76 43
Card 106: 18 38  5 40 47 88 75 19 98 81 | 84 12  2 38 68 23 62 48 20 60 29 36 70 16 53 56 42 58 73 86  3 45 51 92 46
Card 107: 88  3 70 12 84 22 41 77 50 26 | 69 84 45 96  8 29 74 23 32 15 54 11 58 47 33  9 66 81 82 97 63 53 95 61 93
Card 108: 67  6 40 22 87 80 57 41 39 33 | 30 66 44 56 84  9 80  2 65 69 10 92 63  8 32 81 90  3 60 71 40 25 24 93 72
Card 109: 65 84 61 45  4 34 44 89 35 75 | 46 86 51 32 57 52 59 21 93 98 96 18 56 12 63 55  7 13 44 20  1 23 11 82 43
Card 110:  3 70 67  8 59 13 93 99 52 83 |  2 68 16 39  7 77 75 64 57 47 56 30 73 62 20 82  4 31 28 81  1 19  6 76 32
Card 111: 44 11 15 95 36 88 31 46 28 40 | 15 88 39  6 80 35 24 28 86 40 97 73 44 19 95 75 31 36 56 79 46 81 11 84 78
Card 112: 99 27 74 32 44 63 35  4 85  1 | 12  4 44 88 70 53 16 35 77 58 10 24 38 47 80 25 32 89 27  1  9 74 45 86 94
Card 113: 87  8 79 59 40 56 80 82 67 44 |  8 65 57 75 81 29 89 60 72 17 67 34 37 47 90 97 83  2 99 28 55 58 80 22 98
Card 114: 78 44 69 83 34 39 58 26 87 53 | 37 84  4 34 41 81 35 49 79 85 66 31 48 58  5 96 91 43 82  8 73 77 14 27 53
Card 115: 89 80 32 56 85 75 63 21 38 64 | 38 85  4 71 56 89 24 98 32 47 93 40 80 33 21 96 64 63 75 62  9 44 67 86 91
Card 116: 66  5 23 29 97 58 20 48 30 80 | 10 78 29 25 66 87 43  5 76 88 99 28 48 97 26 80 20 58 86  6 23 67 21 30 79
Card 117: 86 99 26  3 44 75 91 62 48 96 | 36  3 19 44  5 33 57 86 26 13 98 68 91 99 48 56 62 96 60 94 30 58  4 40 75
Card 118: 46 53 84 64 52 36 43  5 51 72 | 27 40 82 65 34 31 61 88 68 45 78 36 96  8 74 58 81 90 18 98 51 77 73 25 66
Card 119: 66 96 72 55 62 52 45 41 85 53 | 26 72 78 97 87 31 42 76 70 35 30 91 88 17 32 64 92 12 46 38 50 59 34 15 71
Card 120: 74 13 12 21  4  9 27 79 85 84 |  9 88 55 15 51 22 94 47 59 53 93 65 92 80  1 67 10 28 98  8 18 56 81 31 14
Card 121: 24 57 86 44  5 37 11 17 34 49 |  3 69 98 29 21 64 74 28 68  4 79  7 30 65 18 83 54  6 16 40 23 25 60 48 17
Card 122: 98 35 60 50 21 20 18 84 76 15 |  6 81 29 14 15 68 45 75 43 33 31 54 35 34 98 27 63 49 87 18 20 19 28 84  2
Card 123: 10 84 46  7 71  9 68 40 88 81 | 30 74 72 23 25 71 16 56 85 50 15 11 89 67  5  3 59 81 51 47 26 70 73 61 46
Card 124: 99 76 66 81 11 42 44 17  6 21 | 17 21  4 19 96 22 39 81 44  6 74 55 66 75 99 85 79 86 73 48 24 27 45 11 92
Card 125: 83 64 91 54 59 73 18 20 10 53 | 10 83 11 37 33  4 20 42 82 78 65 26 59 49 39 86  8 40 92 76 14 68 69 63 53
Card 126: 89  8 18 80 24  7 94 31 93 54 | 62 75 19 89 52 31  3 36 87 35 82 80 22 25 94 97 17  8 96 59  2 10  4  1  6
Card 127:  2 78 37 93 30 23 56 62 51 52 | 60 28 52 26 68 85  8 43 19 40  9 42 56 24 30 79 88 91 71 33 93 31 98 54 23
Card 128: 26 55 97 30 36 66 72 73 15 98 | 86 62 53 76 13 16 99 94 25 65 90 34 81  4 56 49 69 68 29 41 46 59 52 45 82
Card 129: 27  6 16 87 56  1 28 24 83 97 | 46 14 54 58 40 94 96  4 59 48 24  2 23  5 95 51  7 25 85 60 37 79 75 36 35
Card 130: 24 67 17 27 66 32 36 31 77  3 | 97 49 57 96 81 89 41 18 86 82 12  6 52 16 10 65  2 60 90  9 64 13 71 22  7
Card 131: 34 38 70 58 41 46 79 64 90 81 | 82 84 74 90 19 73 22 71 55 43 98 28 10 57 39 62 85 51  9  8  5 59 15 72 63
Card 132: 10  9 39 95 66 14 69 44 73 89 | 37 85 32  4 58 79  7 87 55 40 92 68 27 99 13 88  6 86 98 26 41 50 94 21 91
Card 133: 51 46 20 45 26 58 36 56 68 50 | 30 55 97  2 67 78 42 69 63 93 81  1 74 14 16 52 89 20 25 11 22 82 41 32 90
Card 134:  3 84  4 98 57 72 35 37 75 42 | 54 26 58 42 68 57 37 35 72 92 87 90 75 11  4 81 82 51  8 71 93 63 84 98  3
Card 135: 96 84 52 43 57 12 34  6  7 61 | 51 52 29 61 36 83 77 88 57 45 12 18 72  6 64 30 26 34 43  7 96 84 58 35 87
Card 136: 63 52 45 17 56 44 41  7 76 68 | 94 11 14 43 47 89 74  9 82 80 81 73 67 92 16  2  8 61 50 91 40 96 97 84 10
Card 137: 79 97 77 60 93 20 71 53 90 27 | 86 48 64 74 20  9 72 37 97 34 71 35 36 79 90 87 77 60 53 78 70 11  4  3 28
Card 138: 54 91 30 72 11 98 34 59 17 80 | 18 57 89 72 73 70 19 98 17 80 91 75 59 83 54 11 63 60 39 30 85 40 44 69 34
Card 139: 53 14 49 35 47 79 82 39 65  1 | 81  2 75 52 82 65 83 38 53 27  1 18 47 44 10 13 49 79 37 26 54 14 39 60 35
Card 140: 92 20 84 44 78  4 23 22 15 38 | 92 48 56 45 23 43 38 20 24  4 25 16 32  1 15 78 26 22 63 71 44  6 13 84 11
Card 141: 69  4 96 18 31 56 76 73  2 63 | 91 44 25 17 36 87 82 14 11 71 55 24 65 97 94 90  7 86 21 39 16 59 74 28  3
Card 142: 36 84 27 91 33 45 29 90 68  1 | 61 36 16 22 14  5 58 47 80 68 51 86 89 85 48 38 32 45 35 44 84 98 83 28 11
Card 143: 17  8 57  9 23 85 62 33 44 86 | 67 68 33 22 85 53 32 64 23 35 38 86 17 51 58 49 90 44 77  9  8 81 88 62 57
Card 144: 42 36 23 74 87 46 15 57 21 89 | 82  1 68 10  8 13 98 67 46 75 52 42 79  3 28 38 84 86 34 43 41 81 93 91 74
Card 145: 47 50 77 89 54 87 94  6 21  2 | 99  9 32 97 21 87 16 84 55 14 15  2 98 51 77 94 20  4 39 50 41 47 54  7 33
Card 146: 52 23 65 51 72 71 28 41 62 92 | 93 55 28 37 20 31 62 67 39 41 58 74 72 13 52  3 68 71 11 23 42 90 99  1 43
Card 147: 88 81 42  8 56 85 75 60 46 10 | 15  8 88 22 78 58 48 93  3 46 42 38 75  6 56 85 77 13 31 81 34 10 24 40 54
Card 148: 28 81 55 69  6 61  8 80 34 74 | 25 55 64 34 43  9 32 37 28 91 13 36 93 38 49 48 52 19  2 20 68 65  6 79 14
Card 149: 30 17 68 89 84 86  2 85 59 74 | 97 53 85 68 38 31 59 40 44  4 17 25  2 89 13 42  9 21 50 12 87 93 32 83 84
Card 150: 98 41 62 35 80  4 37 45 48 61 | 79 53 36 34  4 92 83 80 58 81 29 39 98  3 14 73 48 71 28 32 44 12  9  1 15
Card 151: 75 65 45 66 99 62 69  8 76 53 | 15 27 26 71 33 62 24 74 61 36 43 34 65 20 45  3 44  5 47 73  8 29 78 69 63
Card 152: 29 91 25 33 96 59 22 56 90 85 | 15 10 45 19 50 28 96 71 46  2 32 67  8 47 30 83 20 48 57 76 77 18 81 49 25
Card 153:  5 70 13 58 72 17 28 53 73 63 |  6 63 18 45 16 89 10 71 68  8 78 11 90 83 14  2 60 41 86 20 92 23 21 27 82
Card 154: 38 57 44 92 97 51 53 76 22 13 | 39 50 63 58 85  5 31 43 67 32 54 69 72 62 36 45  7 33 41 64 71 81 84 21 75
Card 155: 81 86 77  2 51  4 98 85 47 24 |  7 70 79 78 11 67 64 31 76 50 33 20 59 92 46 55 16 10 62 61 52 65 94 38 99
Card 156: 39 69 49 46 84 62 37 28 12 80 | 35 54 20 73 21 67 72 93  8 82 33 59 61 31 13 45 77 53 74 32 40 19 83 36 47
Card 157: 45 12 73 64 11 50 78 34 87 53 | 43 32 40 18 53 88  8 68 46 45 12 34 74 83 87 33 42 91 58  7 82 44 23  3  6
Card 158: 91 89 80 26 37 94 66 20 51 42 | 66 89 20 91 68 30 51 26 42 63 81 28 96 94  9 88 12  5 87 59 37 80  8 31 16
Card 159: 48 96 58 26 43 22  3 95 52  4 | 18 88 77 14 41 56 67 47 90 30 61 28 73 39 11 44 92 49 55 79 27 91 85 93 24
Card 160: 12 40 90 73 85 25  8 94 97 95 | 35 99 25  7 97 12 90 40 95 96 73 26 69 74  8 65 94  2 85  6 38 23 55 79 52
Card 161: 77 72 44 62  7 32 46 73 76 11 |  7 41 72 93 62 67 17 88 53 54 73 66 71 42 76 82 44 11 36 46 13 32 77 28 89
Card 162: 69 93  2 89 35 21 39 33 84 98 | 33 84 43 94 71 49 68 39 75 61 93 25 10 47 35 27 20 89 48 21  4 69 98  6  2
Card 163: 64 11 74 16 26 68 22 88 47 14 | 14  8  9 74 36 88 16 68 12 19 26 99 64 66 27 22 95 89 47 71 92 94 18 35 11
Card 164: 82 69 65  9  4  8 28 91 33 88 | 92 34 65  9 82 91  8 28 88 33 61 72 46  6 11  4 20 69 16 96 36 68 81 75 30
Card 165: 13 17 85  1 39 53 73 49 75 15 | 90 42  4 77 71 89  9 74 85 75 72 47 17 13 40 53  6 30 39 73 16 49 76  1 15
Card 166: 62 84 15 89 14  6 61 24 63  8 | 76 61  7 72 85 24  6 42 71 11 66 55 62 70 83 51 96 23 63 18 68 16 86 15 67
Card 167: 44 66 31 17 88 99 10 95 52 80 |  5 13 78 91  7 43 15 65 26 95 67 86 80 37 25 21 85 71 48 36 84 47 53 98 58
Card 168: 20  5 61 79 18 42 78 15 58  4 | 41 35 79 63 20 70 69 66 94 57 84  6  2 80 49 18 78 93 27 72 50 24 86 51 55
Card 169:  1 63 57 93 36  2 11 22 16 74 | 99 52 58 86 37 28 59 12 81 41 68 24 89 92 26 35 97 17 43  9 62 67  5 82 49
Card 170: 89  5 18 92 64 67 83  6 30 13 | 86 92 90 89 95 20 29 64 94  6 10 80  1 67 32 58 17 15 36 93 74 83 13 14 30
Card 171:  3 53 67 46 57 93 84 74 18 35 |  1 91 35 53 74 23 47 54 68 18 98 84 60 67 70 46 93 86 27 78 76  8 41 57 77
Card 172: 64 51 57 83 61 50 98 44 81 80 | 48 36 98 84 30 27 92 33 93 45 77 56 68 91 10 64 99 44 37  1 32 86  7 34 85
Card 173: 22 54 35 53 21 11 31 71 46 24 | 58 89 54 98 99 75 14 35 11 27 15 86 30 53 24  4 62 29 13 87 64 71 21 31 52
Card 174: 69 72 51 48 79  7 76 94 52 88 | 16 68 96 28 38 26 39 83 98 49 37 99 80 22 95 29 74 41 12 78  9  4 67 62 20
Card 175: 23 50 76 67 55 30 81 62 51 27 | 67 53 55 94 35  5 33 77 62 61 90 10 52 57 23  3 54 34 74 28 29 87 11 68 85
Card 176:  3 77 61 47 74 70 26 81 35 37 | 63 85  1 12 71 44 77 25 67 87 15 10 69 46 98 52 90  3 21 64 16 26 36 48 75
Card 177: 29 22 69 67 81 70 14 43  5 33 | 44 60 56 10 48 91  2 96 81 25 68 78 12 61 17 21 51 19 79  1 94 39 16  5 57
Card 178: 72 63 36 17 26 70 38 87 94 56 | 37  5 29 93 64 97 20 24 56 17 25 12 74 71 47 51 83 98 30 55 16 18 86 15 39
Card 179: 65 34 96 71  1 76 82 69 13  3 | 46 48 24 36  7 30  8 57  9 37 68 63 40 62 44 39 64  6 70 17 47 49 85 26 20
